tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
310.00;330_1;181.12;13.44;147.00;0.00;-313_1;5.10;0.00;tripinfo_147;163.00;147;0;566.12;120.11;privateType;;107
312.00;336_1;84.01;13.15;210.00;0.00;588_1;5.10;0.00;tripinfo_210;102.00;210;0;768.95;45.03;privateType;;23
312.00;383_2;144.37;13.70;227.00;0.00;-614_1;5.10;0.00;tripinfo_227;85.00;227;0;892.22;20.00;privateType;;2
315.00;123_1;129.57;12.71;181.00;0.00;-613_1;5.10;0.00;tripinfo_181;134.00;181;0;1218.75;45.05;privateType;;9
316.00;1005_1;115.05;13.27;258.00;0.00;-577_1;5.10;0.00;tripinfo_258;58.00;258;0;696.67;7.29;privateType;;0
316.00;-3_2;202.42;13.05;194.00;0.00;125_1;5.10;0.00;tripinfo_194;122.00;194;0;1387.24;18.76;privateType;;1
318.00;9_2;177.83;11.57;276.00;0.00;-11_1;5.10;0.00;tripinfo_276;42.00;276;0;344.55;16.55;privateType;;2
319.00;-589_2;204.16;13.14;79.00;2.00;-569_1;5.10;0.00;tripinfo_77;240.00;77;0;1798.25;109.52;privateType;;90
320.00;379_1;132.76;13.26;206.00;0.00;-116_1;5.10;0.00;tripinfo_206;114.00;206;0;1246.06;24.07;privateType;;5
321.00;-618_2;137.47;13.42;94.00;0.00;-597_1;5.10;0.00;tripinfo_94;227.00;94;0;2703.72;31.23;privateType;;0
322.00;612_2;160.78;12.79;200.00;0.00;15_1;5.10;0.00;tripinfo_200;122.00;200;0;1440.07;16.24;privateType;;0
326.00;-128_2;79.74;9.72;251.00;0.00;-608_1;5.10;0.00;tripinfo_251;75.00;251;0;798.04;14.67;privateType;;0
327.00;-348_2;127.93;12.87;162.00;0.00;-623_1;5.10;0.00;tripinfo_162;165.00;162;0;1709.85;40.02;privateType;;10
327.00;125_2;165.04;12.82;270.00;0.00;-365_1;5.10;0.00;tripinfo_270;57.00;270;0;680.08;7.75;privateType;;0
330.00;535_2;160.73;12.87;230.00;0.00;361_1;5.10;0.00;tripinfo_230;100.00;230;0;1147.90;13.85;privateType;;0
331.00;-356_1;139.43;13.66;265.00;0.00;-679_1;5.10;0.00;tripinfo_265;66.00;265;0;714.35;12.00;privateType;;0
335.00;64_1;116.02;13.27;153.00;0.00;589_1;5.10;0.00;tripinfo_153;182.00;153;0;1098.10;100.82;privateType;;74
337.00;-25_2;190.16;13.59;233.00;0.00;-336_1;5.10;0.00;tripinfo_233;104.00;233;0;1097.22;20.60;privateType;;0
339.00;-882_2;170.95;13.35;138.00;0.00;9_1;5.10;0.00;tripinfo_138;201.00;138;0;1988.79;55.09;privateType;;24
340.00;-117_1;88.17;13.70;130.00;0.00;505_1;5.10;0.00;tripinfo_130;210.00;130;0;1349.66;112.39;privateType;;81
342.00;585_2;131.11;13.83;275.00;0.00;-601_1;5.10;0.00;tripinfo_275;67.00;275;0;634.38;21.08;privateType;;6
342.00;-116_2;127.29;12.83;217.00;0.00;-613_1;5.10;0.00;tripinfo_217;125.00;217;0;1386.65;23.10;privateType;;2
342.00;523_1;173.47;13.63;187.00;0.00;356_1;5.10;0.00;tripinfo_187;155.00;187;0;1344.10;56.23;privateType;;32
345.00;116_1;127.29;13.27;238.00;0.00;679_1;5.10;0.00;tripinfo_238;107.00;238;0;1244.27;15.01;privateType;;0
345.00;325_1;122.87;13.59;240.00;0.00;642_0;12.10;0.00;tripinfo_bus12;105.00;bus12;0;1058.96;28.27;busType;;5
347.00;-734_2;194.90;13.37;78.00;0.00;-612_1;5.10;0.00;tripinfo_78;269.00;78;0;2577.44;81.77;privateType;;42
348.00;-614_2;96.58;13.03;163.00;0.00;837_1;5.10;0.00;tripinfo_163;185.00;163;0;2101.94;32.02;privateType;;3
350.00;336_1;84.01;13.53;141.00;0.00;-313_1;5.10;0.00;tripinfo_141;209.00;141;0;1060.79;129.51;privateType;;111
